NAME,GROWTH,FLOWER,YEAR,AFS #,DESCRIPTION,PARENTAGE,GROWER
MISS CALIFORNIA,LAX BUSH,SIDL,1950,71,T.SHORT PINK.S.LONG POINTED MEDIUM PINK.C.WHITE PINKISH GLOW INSIDE.,PARENTAGE UNKNOWN.,HODGES
MISS ENGLAND,UPRT BUSH,DUBL,,,T&S.PALE PINK.C.CREAMY-WHITE TO PINK.,PARENTAGE UNKNOWN.SIMILAR TO ROLLA.MAY BE ENGLAND.AUST.,UNKNOWN
MISS GREAT BRITAIN,UPRT BUSH,SGLE,1968,981,T.DARK PINK TO ROSE RED.S.CREAMY WHITE.TIPS GREEN.C.WISTERIA BLUE TO PURPLE.,SLEIGH BELLS X MORNING LIGHT.,GADSBY
MISS LEUCADIA,TRAILER,DUBL,1971,999,T&S PINK.SEPALS TIPED GREEN.C.SOFT PINK.PICOTEED EDGE.FLOWERS LARGE.,PINK GALORE X WITE KING.,STUBBS
MISS LOUISE,TRAILER,DUBL,1964,594,T&S.PINK.C.CLEAR PINK.ALMOST A SELF.FLOWERS VERY LARGE.,PARENTAGE UNKNOWN.,TIRET
MISS OLYMPIA,TRAILER,DUBL,,,"T&S.WHITE.C.PURPLE. LISTED BY ""WILLOWGROVE"".",PARENTAGE UNKNOWN GROWN IN THE NELSON AREA.NOT AS ROZAIN,UNKNOWN.N.Z
MISS PRIM,UPRT BUSH,SIDL,1947,,T&S.CARMINE.PAGODA TYPE.C.IMPERIAL PURPLE.LARGE BLOOMS.,PARENTAGE UNKNOWN.,REITER
MISS VALLEJO,LAX BUSH,DUBL,1954,334,T&S.LIGHT PINK.TIPS GREEN.C.DEEP PINK.WIDE STREAKS OF ROSE-PINK.,PARENTAGE UNKNOWN.,TIRET
MISS WASHINGTON,TRAILER,DUBL,1961,458,T&S.LIGHT RED.C.WHITE LIGHTLY VEINED RED.ORCHID AT BASE.FLOWERS LARGE.,SPORT FROM FORT BRAGG,MOUNCER
MISSION BELLS,UPRT BUSH,SGLE,1948,,T&S.SCARLET.C.RICH PURPLE.SPLASHED CERISE AT BASE.BELL SHAPE.,PARENTAGE UNKNOWN.,WALKER
MISTER MIDNIGHT,TRAILER,SIDL,1991,2733,T.WHITE STRIPED ROSE.S.ROSE.RECURVED.LIGHT GREEN TIPS.C.PURPLE.VEINED ROSE.,LESLEY ANNE X WHITE KING. AUSTRALIA.1992 IMPORT. LOST.,RICHARDSON
MISTY LADY,LOW BUSH,DUBL,1987,2090,T.SHORT WHITE.S.WHITE.RECURVED TIPS.C.PHLOX PURPLE.MATURING LIGHTER.,ALASKA X SALLY. RAISED BY SHARPE.,SHARPE.N.Z
MITZI,LABU-TRAL,SGLE,,,T&S.REDDISH-CARMINE.C.WHITE VEINED PINK.FLOWERS SMALL.,PARENTAGE UNKNOWN. SYN.WITH WHITE PIXIE.,UNKNOWN
MOLESWORTH,LAX BUSH,DUBL,1903,,T&S.BRIGHT CERISE.C.CREAMY WHITE VEINED CERISE.,PARENTAGE UNKNOWN.,LEMOINE
MOLINAE,UPRIGHT,SGLE,,,T&S.CREAMY WHITE.C.PALE MAUVE WITH WHITISH CENTRE.,PARENTAGE UNKNOWN. DISTRIBUTED IN AUST.AS VENUS VICTRIX,UNKNOWN
MONA LISA,LOW BUSH,SGLE,1947,,T&S.VERY PALE PINK.C.PURE WHITE.FLOWERS SMALL.,PARENTAGE UNKNOWN. INCORRECTLY SPELT AS MONA LIZA.,NIEDERHOLZER
MONICA VAN BETS,UPRIGHT,SIDL,2005,7203,SEPALS RED; COROLLA DEEP RED,NO INFORMATION,BUITTINGT
MONOMEITH,TRAILER,SGLE,1990,2601,T&S.RED.S.DARK RED UPPER SURFACE.C.DARK REDDISH-PURPLE MATURING LIGHTER.,PARENTAGE UNKNOWN. RAISED BY WEALD VIEW GARDENS.AUST.,SCRASE
MONOWAI,UPRIGHT,DUBL,2009,,SEPALS LIGHT GREEN WITH PALE SHELL PINK EDGES; COROLLA PURPLE MATURING PINKISH PURPLE,NO INFORMATION,MICHIELS BELG
MONSIEUR JOULE,UPRT BUSH,SGLE,1890,,T&S.CRIMSON.SEPALS CURL TO TUBE.C.VIOLET BLUE.FLOWERS SMALL.,PARENTAGE UNKNOWN.SIM.TO ABBE FARGES.SYN.DUCHESS OF FIFE,LEMOINE
MONSOON,UPRIGHT,DUBL,1971,1002,T&S.PALEST PINK.TIPS GREEN.C.SKY-BLUE.FLOWERS LARGE.,PARENTAGE UNKNOWN. RAISED AUSTRALIA.,LOCKERBIE
MONTE ROSA,UPRIGHT,DUBL,1966,,T&S.PINK.TIPS GREEN AND CURLING UPWARDS.C.WHITE VEINED PINK.VERY LARGE.,PARENTAGE UNKNOWN.,COLVILLE
MONTEREY N.Z,UPRT BUSH,SGLE,,,THE COROLLA IS DESCRIBED AS A RICH COMBINATION OF BOTH PARENT PLANTS.,CHECKERBOARD X CARMEL BLUE.,DARROCH.G.NZ
MONTEZUMA,TRAILER,DUBL,1967,698,T&S.CARMINE ROSE.TIPS GREEN.C.TYRIAN ROSE.EDGED SMOKY ROSE.BASE ROSE.,PARENTAGE UNKNOWN.,FUCHSIA-LA
MONTROSE,,DUBL,1869,,T&S.BRIGHT ROSE.S.BROAD.REFLEXED.C.WHITE. NEAT AND COMPACT FLOWERS.,PARENTAGE UNKNOWN.,BLAND
MONTROSE VILLAGE,LABU-TRAL,DUBL,1985,1809,T.SHORT THICK REDISH PURPLE.S.WHITE.GREEN RECURVED TIPS.C.VIOLET AND WHITE.,PIO PICO X WHITE KING. RAISED AUSTRALIA.,RICHARDSON
MOOD INDIGO,LAX BUSH,DUBL,1988,2367,T&S.PALE YELLOWISH GREEN.No.149D.C.PURPLE.No.77A.BASE PINK.,(F.LYCIOIDES X F.MAGELANICA) X FLORENTINA.1997 IMPORT.,DE GRAAFF
MOON MIST,TRAILER,SIDL,,,T&S.WHITE BLUSHED PINK TIPS GREEN.C.WHITE.OVERLAID PINK.EXCELLENT BASKET CULTIVAR,PARENTAGE UNKNOWN. RAISED AUSTRALIA.,LOCKERBIE
MOONGLOW,TRAILER,DUBL,1991,2744,T.WHITE.S.WHITE TINGED PINK.C.WHITE.MATURING TO WHITE STREAKED PINK.,PINK MARSHMALLOW X DRAMA GIRL. 1992 IMPORT.,RILEY
MOONLIGHT,LABU-TRAL,SIDL,1963,167,T.SHORT AND LONG FROSTED SEPALS.GREENISH-WHITE.TIPS GREEN.C.PALE FLESH PINK.,PARENTAGE UNKNOWN.,WALTZ
MOONLIGHT SONATA,LABU-TRAL,SGLE,1963,,T&S.BRIGHT PINK CURLING.C.LIGHT PURPLE.FLUSH PINK.,PARENTAGE UNKNOWN.,BLACKWELL
MOONRAKER,UPRT BUSH,DUBL,1979,,T.LONG OFF WHITE.SEPALS OFF WHITE FLUSHED PINK.TIPS GREEN.C.PALE BLUE.,NORTHUMBRIAN BELLE X BLUSH OF DAWN.,CLITHERO
MORE APPLAUSE,LABU-TRAL,DUBL,1986,2009,T&S.SHORT IVORY FLUSHED PINK.S.LONG BROAD RECURVED TIPS.C.PINK.STEAKED ROSE.,SPORT FROM APPLAUSE.,PLOWS
MORGAN,TRAILER,DUBL,1991,2734,T.WHITE STRIPED MAGENTA.S.WHITE.RECURVED.TIP YELLOW-GRN.C.PURPLE RED-PURPLE.,OVATION X HAPPY WEDDING DAY X WHITE KING.92 IMPORT.LOST.,RICHARDSON
MORNING GLORY,VIG UPBU,SGLE,1951,92,T.CREAMY WHITE.S.UPTURNED CREAMY WHITE TO PALE PINK.C.ORCHID-PINK.CUP SHAPE.,PARENTAGE UNKNOWN.,WALTZ
MORNING LIGHT,LAX BUSH,DUBL,1960,441,T.& BASE OF PETALS CORAL PINK.S.WHITE.TIPS GREEN.C.LAVENDER.SPLASHED PINK.,PARENTAGE UNKNOWN. SIMILAR TO SIERRA BLUE.,WALTZ
MOTH BLUE,LABU-TRAL,DUBL,1949,,T.SHORT RED.S LONG RED.C.DEEP LILAC-BLUE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,TIRET
MOTHERS DAY,TRAILER,DUBL,1988,2267,T.WHITE STRIPED GREEN.S.CREAMY WHITE.TIPS YELLOW GREEN.C.CREAMY WHITE.,WHITE KING X BIANCA. RAISED AUSTRALIA.,RICHARDSON
MOUNTAIN HAZE,UPRT BUSH,DUBL,1950,,T.AND SHORT NARROW SEPALS PALE PINK.C.SMOKY-BLUE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,HAAG
MOUNTAIN MIST,UPRIGHT,DUBL,1971,960,T.WHITE.S.WHITE FLUSHED ROSE AT TIPS.C.PALE SILVER GREY-MAUVE.PINK AT BASE.,PARENTAGE UNKNOWN.,CROCKETT
MR A.HUGGETT,UPRT BUSH,SGLE,1930,,T.SHORT SCARLET.S.SCARLET-CERISE.RECURVED.C.MAUVISH-PINK EDGED PURPLE.,PARENTAGE AND RAISER UNKNOWN.,UNKNOWN
MR COOPER,,,,,,,
MR W.RUNDLE,LAX BUSH,SGLE,1896,,T&S.PALE ROSE.SEPALS TIPPED GREEN.C.ORANGE AND VERMILION.VERY EARLY.,COULD BE A SEEDLING FROM EARL OF BEACONSFIELD.,RUNDLE
MRS CHURCHILL,UPRT BUSH,SGLE,1942,,T&S.CHERRY RED.C.PINKISH WHITE.BLOTCHED DEEP PINK.,PARENTAGE UNKNOWN.,GARSON
MRS E.G.HILL,UPRT BUSH,DUBL,1887,,T&S.SCARLET.C.WHITE.,PARENTAGE UNKNOWN.,LEMOINE
MRS GIBSON,UPRT BUSH,SGLE,,,T&S.RED.C.WHITE.,PARENTAGE UNKNOWN. LISTED IN EARLY N.Z.CATALOGUES.,UNKNOWN.N.Z
MRS GLADSTONE,,DUBL,,,TUBE & SEPALS CLEAR PINK; COROLLA WHITE VEINED CRIMSON. LARGE FLOWERS,,
MRS GOURDY,UPRT BUSH,SGLE,,,T&S.CRIMSON.C.DEEP VIOLET PURPLE.BELL SHAPED.,PARENTAGE UNKNOWN. RAISED V.THOMPSON.,THOMPSON.N.Z
MRS HARTLEY ROBERTS,LABU-TRAL,SGLE,,,T&S.FLESH PINK.C.ROSY SALMON.,PARENTAGE UNKNOWN.SYN.WITH THE DOCTOR.AND MRS.ROBERTS.,UNKNOWN
MRS IDA NOACH,UPRT BUSH,SGLE,1911,,T&S.RED C.MAGENTA.,PARENTAGE UNKNOWN.SYN.IN THE NETHERLANDS WITH DISPLAY.,LEMOINE
MRS J.BRIGHT,UPRT BUSH,SGLE,,,T&S.WHITE.C.DEEP CARMINE ROSE. NOT AS IN BOULLEMIER.,PARENTAGE UNKNOWN. NOT AS MRS.J.BRIGHT IN BOULLEMIER,UNKNOWN.N.Z
MRS JOHN D.FREDERICKS,VIG UPRT,SGLE,1936,,T&S.SALMON-PINK.C.DARKER PINK.VERY VIGOROUS GROWTH.,F.LYCIOIDES X FIREBUSH.,EVANS
MRS LAWRENCE LYON,UPRT BUSH,SIDL,1952,132,T&S.IVORY PINK.C.PALE FUCHSIA PURPLE.,SPORT FROM NONPARREIL.,REITER
MRS LOVELL SWISHER,VIG UPRT,SGLE,1942,,T.LONG FLESH PINK.S.PINKISH-WHITE.TIPS GREEN.C.DEEP OLD ROSE.SMALL BLOOMS.,PARENTAGE UNKNOWN. LOOKS LIKE A SMALL CHECKERBOARD.,EVANS
MRS MARSHALL,UPRT BUSH,SGLE,1862,,T&S WAXY CREAMY WHITE.C.ROSY-CERISE.,PARENTAGE UNKNOWN.SYN.GRAND DUCHESS MAIRE.SIM.ARABELLA.,JONES
MRS POPPLE,VIG BUSH,SGLE,1899,,T&S SCARLET.C.PURPLE VIOLET.CENTRE AND VEINS CERISE.,PARENTAGE UNKNOWN.SIMILAR TO DUKE OF YORK.(MILLER 1845),ELLIOTT
MRS ROBERTS,LABU-TRAL,SGLE,,,T&S.FLESH PINK.C.ROSY-SALMON.,PARENTAGE UNKNOWN.SYN.WITH THE DOCTOR-MRS.HARTLY ROBERTS,UNKNOWN
MRS SUSAN BROOKFIELD,UPR-TRAIL,DUBL,1991,2782,T&S.DARK RED.C.DARK ROSE WITH PURPLE INNER PETALS.,BARBARA X GLADIATOR.,RIMMER
MRS W.RUNDLE,LAX BUSH,SGLE,1883,,T.VERY LONG PINK.SEPALS FLESH PINK.REFLEXED.C.RICH ORANGE VERMILLION.,EARL OF BEACONSFIELD X LADY HEYTESBURY.,RUNDLE
MUETA,TRAILER,DUBL,,,T.WHITE WITH CANDY STRIPE.S.WHITE AND LOLLY PINK.C.LAVENDER-BLUE.,PARENTAGE UNKNOW. LISTED IN EARLY N.Z.CATALOGUES.,UNKNOWN.
MURIEL,CASCADE,SIDL,,,T.LONG SCARLET.SEPALS SCARLET.C.LIGHT PURPLE.VEINED CERISE.,PARENTAGE AND RAISER UNKNOWN.FLOWER COLOUR SIM.MARGARET,UNKNOWN.
MURIEL EVANS,UPRT BUSH,SGLE,1934,,T.S.& C.ALL SCARLET SELF.,PARENTAGE UNKNOWN,EVANS
MY BETTE,UPRT BUSH,DUBL,1959,415,T.S.& C.ALL BRIGHT PINK SELF.FLRS.SEMI-ERECT.,PARENTAGE UNKNOWN.,WILSON
MY DEAR,UPRIGHT,DUBL,1959,392,T.SHORT WHITE.S.FLUSHED WHITE AND RECURVED.C.LAVENDER FADING PINK LAVENDER.,PARENTAGE UNKNOWN.,WALTZ
MY DREAM,LABU-TRAL,DUBL,1977,1408,T&S.CRIMSON.CURLING TO TUBE.C.ORCHID PINK BLENDING TO LIGHT PINK.FLRS LARGE.,PARENTAGE UNKNOWN.,SOO-YUN
MY HONEY,TRAILER,SGLE,1976,1351,T.THIN TRIPHYLLA TYPE WHITE.S.LONG WHITE-PINK TIPS GREEN.C.CYCLAMEN-PURPLE.,PARENTAGE UNKNOWN,PALKO
MY KEEPSAKE,TRAILER,DUBL,1961,,T&S.FROSTY PINK.C.CLEAR PINK.FLOWERS VERY LARGE.,PARENTAGE UNKNOWN. BLOOM COLOUR AS PINK GALORE.BUT TRAIL,FUCHSIA-LA
MY SHIRLEY ANNE,UPRIGHT,DUBL,1991,2771,T.WHITE STRIPED GREEN.S.WHITE.RECURVED GREEN TIP.C.IVORY SPLASHED PALE PINK.,ANNABEL X BIANCA. RAISED AUSTRALIA.1992 IMPORT. LOST.,BARBY
MYRA BAXENDALE,UPRIGHT,DUBL,1995,3304,T&S.LIGHT MAGENTA.No.57D.TIPS RECURVED.C.VIOLET.No.86B.,SPORT FROM SHEILA CROOKS. 1997 IMPORT BY HAYES.,PORTER
NANCY,UPRIGHT,SGLE,1948,,T&S.CARMINE.SEPALS STRONGLY REFLEXED.C.PHLOX-PINK.FLARING.,PARENTAGE UNKNOWN.,NIEDERHOLZER
NANCY J.WALLER,TRAILER,DUBL,1990,2580,T.REDDISH GREEN.S.WHITE OVERLAID DARK ROSE.C.REDDISH PURPLE SPLASHED ORANGE.,OVATION X(HAPPY WEDDING DAY X WHITE KING.1992 IMPORT.,RICHARDSON
NANCY LOU,UPRIGHT,DUBL,1971,998,T.PALE PINK.S.DEEP PINK TURNED BACK TO TUBE.C.BRILLIANT WHITE.LARGE FLOWERS.,PINK GALORE X WHITE KING.,STUBBS
NAOMI ADAMS,LABU-TRAL,DUBL,1987,2161,T.CREAM.S.HORIZONTAL WHITE.TIPS RECURVED.C.PURPLE.OUTER PETALS FLUSHED PINK.,BICENTENNIAL X SEBASTOPOL.,REDFERN
NATASHA SINTON,TRAILER,DUBL,1990,2566,T.PALE PINK.S.PINK.No.55B.C.PALE PINK MATURING DARKER.No.56C.,ANNABEL X AURORA SUPERBA. 1997 IMPORT BY HAYES.,SINTON
NATIONAL LINK 88,LABU-TRAL,DUBL,1986,2284,T.PINK.S.ROSE.RECURVING.C.MAGENTA.FADING TO ROSE AT BASE.,DESERT SUNSET X(HEART THROB X VOODOO). RAISED SHARPE.,SHARPE.N.Z
NATIVE DANCER,LABU-TRAL,DUBL,1965,648,T&S.BRIGHT RED.C.DEEP PURPLE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,TIRET
NAUTILUS,UPRT BUSH,DUBL,1901,,T.CERISE.S.CERISE.RECURVING TO TUBE.C.WHITE.VEINED CARMINE.,PARENTAGE UNKNOWN.,LEMOINE
NELL GWYN,UPRT BUSH,SGLE,1976,1370,T.THICK.ORANGE-SALMON.S.ORANGE-SALMON.C.BRIGHT ORANGE EDGED VERMILLION.,PARENTAGE UNKNOWN.,HANDLEY
NELLIE NUTTALL,MED UPRT,SGLE,1977,,T.VERY SMALL RED.S.SMALL POINTED CRIMSON.C.WHITE.VEINED RED.SMALL FLRS.ERECT,KHADA X ICECAP.,ROE
NESTOR-BERTE MENTEN,TRAILER,DUBL,2007,6504,SEPALS WHITE TIPPED LIGHT GREEN; COROLLA LIGHT RED PURPLE,VREENI SCHLEE WEISS X KISS,MICHIELS BELG
NETTALA,VIG UPRT,SGLE,1973,1090,T.SHORT THICK DARK RED.S.DARK RED.C.VIOLET RED.PETALS ARE STAMINOIDS.,SPORT FROM CHANG.,FRANCISCO
NEW HORIZON,UPRIGHT,DUBL,1950,59,T&S.PALEST ROSE.C.LOBELIA-BLUE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,REITER J
NIAGARA,TRAILER,DUBL,1961,459,T.WHITE.S.BROAD THICK WHITE.C.WHITE.VEINED ROSE ON CLEAR WHITE BASE.HUGE.,PARENTAGE UNKNOWN.,SCHNABEL
NICHOLAS HUGHES,MED UPRT,SGLE,1982,,T&S.PINK.SEPALS HAVE SCARLET LINE IN CENTRE.C.CREAM WITH SCARLET ANTHERS.,SEEDLING FROM LADY ISOBEL BARNETT X.,CLARK.D
NICIS FINDLING,UPRIGHT,SGLE,1990,,T&S.LIGHT ORANGE SHORT AND STUBBY TIPPED GREEN.C.BRIGHT ORANGE RED.,FOUND SEEDLING.,ERMEL
NICOLA,UPRT BUSH,SGLE,1964,,T&S.CERISE.FULLY REFLEXED TO TUBE.C.VIOLET-PURPLE.LIKE A LARGE SWANLEY GEM.,SWANLEY GEM X CITATION. 1992 IMPORT.,DALGLIESH
NICOLA CLAIRE,UPR-TRAIL,DUBL,1989,2328,T&S.PALE PINK.C.OPENS LIGHT VIOLET INNER.DARK RED STREAKED PINK OUTER PETAL,CHEERS X ANNABEL.,HOLDING
NICOLA JANE,UPRT BUSH,DUBL,1959,,T&S.CERISE PINK.SEPALS UPTURNED.C.BLUSH PINK.FLUSHED AND VEINED CERISE.,PARENTAGE UNKNOWN.,DAWSON
NICOLETTE,VIG UPRT,SGLE,1973,1135,T.THICK PALE PINK.S.INNER DEEP PINK.TIPS GREEN.C.PINK BASE TO PURPLE EDGES.,PARENTAGE UNKNOWN.,HANDLEY
NICOLINA'S RAPTURE,TRAILER,DUBL,1990,2581,T.GREENISH WHITE.S.TIPS TWISTED AND RECURVED.WHITE.C.CREAM MATURING WHITE.,WHITE KING X WHITE KING. AUSTRALIA.1992 IMPORT. LOST.,RICHARDSON
NIGHTINGALE,TRAILER,DUBL,1960,442,T.SHORT WHITE.SEPALS WHITE FLUSHED PINK.C.DEEP PURPLE CENTRE.LARGE.FRILLY.,PARENTAGE UNKNOWN.,WALTZ
NIKKI,UPRT BUSH,SGLE,1979,,T&S.PALE FLESH PINK.C.DEEP SHADE OF SALMON-ROSE.,SPORT FROM ELIZABETH. (WHITEMAN),HEAD
NIOBE,TRAILER,SIDL,1950,61,T&S.PALE ROSE FLUSHED PALE PINK.UPTURNED AND TWISTING.C.TYRIAN-ROSE.,PARENTAGE UNKNOWN.BOUL.SAYS COLOUR SIMILAR TO CASCADE.??,REITER
NOELEEN,UPRT BUSH,DUBL,,,T&S.RED.C.LILAC-BLUE SPLASHED RED.FLOWERS LARGE.,PARENTAGE UNKNOWN. RAISED BY McCONCHIE.,McCONCHIE.NZ
NONPARIEL,UPRT BUSH,DUBL,1865,,T&S.REDDISH SCARLET.C.LILAC AND MAUVISH PINK.FADING TO LILAC.,PARENTAGE UNKNOWN. SYN.WITH GYPSY QUEEN BY BULL.,UNKNOWN
NORMANDY BELL,LABU-TRAL,SGLE,1961,465,T&S.PINKISH WHITE.C.LIGHT ORCHID BLUE.LARGE PERFECT BELL SHAPE.,PARENTAGE UNKNOWN.,MARTIN
NORTHERN LIGHT,LABU-TRAL,DUBL,1970,931,T&S.PURE WHITE.C.DARK PURPLE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,GORMAN
NORTHERN QUEEN,UPRIGHT,DUBL,1980,1558,T&S.RHODONITE RED.C.SPECTRUM VIOLET.BASE SCARLET.,PARENTAGE UNKNOWN.,SOO-YUN
NORTHUMBRIAN BELLE,MED UPRT,SGLE,1973,1115,T.SHORT THICK NEYRON ROSE.S.LONG NEYRON ROSE.C.ASTER BLUE FADING TO PURPLE.,LENA DALTON X CITATION.,RYLE
NORTHWAY,LAX BUSH,SGLE,1976,,T.SHORT THICK LIGHT PINK.S.SHORT REFLEXED LIGHT PINK.C.CHERRY-RED.SMALL FLRS,LA-CAMPANELLA X HOWLETT'S HARDY.,GOLICS
NORVELL GILLESPIE,TRAILER,DUBL,1969,832,T.WHITE.S.LONG WHITE INNER LIGHT PINK OUTER.C.DARK ORCHID.LARGE BLOOMS.,PARENTAGE UNKNOWN.,PENNISI
NOT SO BIG,UPRIGHT,DUBL,1962,500,T.WHITE.S.PALE PINK.C.BLUE.FLOWERS LARGE.,PARENTAGE UNKNOWN.,MACHADO
NOVATO,LABU-TRAL,SGLE,1972,1042,T.LONG THIN WHITE.S.WHITE TIP LIGHT GREEN.C.PALE SCARLET SHADING TO SALMON.,PARENTAGE UNKNOWN. COLOURING SAME AS DUCHESS OF ALBANY.,SOO-YUN
NOVELLA,TRAILER,DUBL,1975,796,T&S.ROSY PINK.C.SALMON ORANGE.LARGE FLOWERS.,PARENTAGE UNKNOWN.,TIRET
O'BOYLE'S PINK,UPRT BUSH,SGLE,,,T&S.RICH PINK.C.SALMON-ORANGE.,PARENTAGE UNKNOWN. RAISER UNKNOWN.,UNKNOWN.N.Z
OCEAN BEACH,LOW UPBU,SGLE,1975,1298,T&S.LIGHT SALMON INNER.SALMON OUTER.TIPS GREEN.C.SALMON ORANGE SMALL BLOOMS.,PARENTAGE UNKNOWN.,KROGH
OLD SMOKY,LABU-TRAL,DUBL,1952,112,T&S.FLESH-PINK.C.OLD ROSE.SMOKY CAST.LARGE FLOWERS.,PARENTAGE UNKNOWN.,SCHMIDT
OLD SOMERSET,LABU-TRAL,SGLE,,,ALL SELF RED.FOLIAGE VARIGATED.FLOWERS SMALL.,POSSIBLE SPORT FROM CAROLINA.SIMILAR TO HERBE DE JACQUES,UNKNOWN
OLIVE,UPRT BUSH,SIDL,,,T&S.WHITE.SEPALS RECURVING.C.RASPBERRY RED.WHITE AT BASE.,UNKNOWN SEEDLING. RAISED BY O.HANSEN.,HANSEN.N.Z
OLIVE ELIZABETH,UPRT BUSH,DUBL,,,T&S.ROSY-RED.C.PURPLE HEAVILY SPLASHED PINK.C.PETALS EDGED WITH WHITE LINE.,PARENTAGE UNKNOWN. TAMBOVALE NURSERIES.1992 IMPORT. LOST,UNKNOWN.AUST
OLYMPIA,UPRT BUSH,SGLE,1913,,T&S.ROSE-PINK.C.CARMINE.,PARENTAGE UNKNOWN.,ROZAIN
OMAR AMY,TRAILER,DUBL,1997,3665,T.MAGENTA.S.MAGENTA.LIGHTER INNER.TIPS RECURVED.C.VIOLET.PETALOIDS MAGENTA.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR ANNIE DEVANTIER,TRAILER,SGLE,1997,3662,T.DARK ROSE.S.DARK ROSE STRIPED MAGENTA.TIPS PALE YELLOW.C.DARK PURPLE.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR ATAWHAI,TRAILER,DUBL,1997,3666,T.MAGENTA.S.MAGENTA SHADED CREAM AT RECURVED TIPS.C.PURPLE SHADED MAGENTA.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR BERNIE CAVANAGH,UPRIGHT,SGLE,1997,3755,T.MAGENTA.S.MAGENTA WITH RECURVED TIPS.C.DARK PURPLE.MATURING DARK VIOLET.,OMAR PARPA KEITH X UNKNOWN.,BUTCHER.N.Z
OMAR BETTY,UPRIGHT,SGLE,1997,3667,T&S.ROSE.RECURVED WHITE TIPS.C.LIGHT PINK.BASE ROSE.MATURING PALE PINK.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR BLACK BESS,TRAILER,SGLE,1997,3738,T.ROSE.S.ROSE.DARKER INNER WITH LIGHT GREEN TIPS.C.DARK RED MATURING PLUM.,FOUND SEEDLING.UNKNOWN PARENTAGE.,BUTCHER.N.Z
OMAR BRIDGET,UPRIGHT,SIDL,1997,3668,T.LIGHT ROSE.S.MAGENTA OUTER.DARK ROSE INNER.TIPS YELLOW WHITE.C.VIOLET.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR DAVID PENNY,TRAILER,DUBL,1997,3669,T.DARK ROSE.S.DARK ROSE SHADED TO CREAM.TIPS YELLOW WHITE.C.PINK TO LAVENDER,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR DELL WHITIANGA,LAX-BUSH,SGLE,1997,3746,T.DARK ROSE.S.DARK ROSE WITH RECURVED TIPS.C.PURPLE STRIPED DARK ROSE.,OMAR PARPA KEITH X UNKNOWN.,BUTCHER.N.Z
OMAR EILEEN CAVANAGH,TRAILER,DUBL,1997,3739,T.WHITE.S.WHITE WITH LIGHT GREEN RECURVED TIPS.C.LIGHT PURPLE TO VIOLET.,BEWITCHED X JEANIE HANNAN.,BUTCHER.N.Z
OMAR EL GRECO,UPRIGHT,DUBL,1997,3740,T.LIGHT ROSE.S.LIGHT ROSE.TIPS PALE YELLOW GREEN.C.VIOLET STRIPED LIGHT ROSE,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR ELDRED LOEBER,UPRIGHT,SIDL,1997,3670,T.LIGHT PINK.S.LIGHT PINK OUTER.PINK INNER.C.PALE PURPLE MATURING VIOLET.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR ELINA,UPRIGHT,SGLE,1997,3671,T.ROSE.S.MAGENTA.TIPS YELLOW WHITE.C.CREAM STRIPED LIGHT MAGENTA.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.Z.Z
OMAR ELIZABETH LOEBER,UPRIGHT,SGLE,1997,3672,T.ROSE.S.ROSE WITH RECURVED TIPS.C.VIOLET STRIPED ROSE AT BASE.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR EVA,UPRIGHT,SIDL,1997,3673,T.RED.S.DARK ROSE WITH RECURVED TIPS.C.PURPLE.MATURING LIGHT PURPLE.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR FELICITY,UPRIGHT,SGLE,1997,3674,T.RED.S.RED OUTER.ROSE INNER WITH RECURVED TIPS.C.WHITE.BASE STREAKED RED.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR FRANCESCO,UPRIGHT,SGLE,1997,3754,T.LIGHT CORAL.S.LIGHT CORAL.TIPS RECURVED LIGHT GREEN.C.VIOLET STRIPED ROSE.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR GINGER WALLIS,UPRIGHT,SGLE,1997,3741,T.RED.S.RED OUTER.ROSE INNER.TIPS RECURVED.C.LIGHT PINK.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
OMAR GRANDPA JACOBSEN,TRAILER,,1997,3675,T.PINK.S.ROSE STRIPED PINK.TIPS LIGHT GREEN.C.VIOLET.,VIOLET GEM X JEANIE HANNAN.,BUTCHER.N.Z
